,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,pacific grove,36.6177,-121.9166,48.99,93,90,3.44,US,1611539953
367,valsamata,38.1667,20.6,59.0,82,93,14.97,GR,1611539953
368,kijang,35.2442,129.2139,51.8,54,75,8.05,KR,1611539953
369,plettenberg bay,-34.0527,23.3716,62.47,83,0,9.98,ZA,1611539953
370,saint-medard-en-jalles,44.8969,-0.7214,45.0,93,75,4.61,FR,1611539953
371,vila velha,-20.3297,-40.2925,75.0,94,0,3.44,BR,1611539862
372,berezovka,53.7214,25.4993,33.64,93,100,8.7,BY,1611539954
373,ust-tsilma,65.441,52.1498,15.57,96,100,6.31,RU,1611539954
374,lhokseumawe,5.1801,97.1507,79.11,78,99,3.0,ID,1611539954
375,harper,4.375,-7.7169,77.61,89,7,8.08,LR,1611539954
376,burns lake,54.2331,-125.7533,19.4,86,100,2.3,CA,1611539955
377,subottsi,48.6554,32.5209,43.66,94,100,13.44,UA,1611539955
378,castro,-24.7911,-50.0119,63.95,96,100,4.18,BR,1611539893
379,arkadak,51.9326,43.4978,30.27,98,100,12.97,RU,1611539955
380,camara de lobos,32.6333,-16.9667,59.0,88,40,4.61,PT,1611539956
381,shaoyang,27.2315,111.4525,50.88,80,96,4.43,CN,1611539956
382,knysna,-34.0363,23.0471,59.0,82,0,11.5,ZA,1611539956
383,nome,64.5011,-165.4064,15.8,79,90,4.61,US,1611539956
384,bandarbeyla,9.4942,50.8122,74.01,73,91,19.46,SO,1611539956
385,sinnamary,5.3833,-52.95,76.42,82,100,10.25,GF,1611539957
386,cavalcante,-13.7975,-47.4583,73.31,62,80,3.49,BR,1611539957
387,kargopol,61.5071,38.9456,33.4,95,100,5.88,RU,1611539957
388,metro,-5.1131,105.3067,81.0,79,65,4.18,ID,1611539957
389,zuwarah,32.9312,12.082,58.68,68,26,7.92,LY,1611539957
390,kawalu,-7.3817,108.2082,81.14,68,100,2.1,ID,1611539958
391,manicore,-5.8092,-61.3003,72.66,97,90,1.88,BR,1611539958
392,panaba,21.2833,-88.2667,72.07,84,100,10.07,MX,1611539958
393,ola,59.5833,151.2833,-12.08,82,100,11.79,RU,1611539958
394,nikolskoye,59.7035,30.7861,34.0,93,75,6.71,RU,1611539958
395,ayan,56.45,138.1667,-20.45,72,12,13.02,RU,1611539959
396,quatre cocos,-20.2078,57.7625,75.2,94,20,4.61,MU,1611539959
397,kemijarvi,66.7131,27.4306,14.88,97,92,1.14,FI,1611539959
398,eureka,40.8021,-124.1637,43.0,85,100,8.99,US,1611539959
399,port keats,-14.25,129.55,81.5,78,100,1.77,AU,1611539960
400,sharkan,57.2989,53.8712,32.0,96,100,1.99,RU,1611539960
401,san rafael,-34.6177,-68.3301,87.03,26,0,12.84,AR,1611539960
402,balikpapan,-1.2675,116.8289,77.61,86,100,3.89,ID,1611539960
403,mayo,38.8876,-76.5119,35.6,41,90,3.44,US,1611539961
404,ayagoz,47.9714,80.4392,-15.7,87,0,4.14,KZ,1611539961
405,coolum beach,-26.5333,153.1,80.01,80,75,8.46,AU,1611539961
406,bilma,18.6853,12.9164,57.65,27,0,9.69,NE,1611539961
407,nueva granada,9.8017,-74.393,80.76,63,63,4.97,CO,1611539961
408,inverell,-29.7833,151.1167,84.99,51,0,3.0,AU,1611539962
409,zlocieniec,53.5329,16.0113,30.99,96,100,6.33,PL,1611539962
410,kapoeta,4.7717,33.5903,80.38,43,100,13.02,SS,1611539962
411,segezha,63.7415,34.3222,34.23,99,100,10.11,RU,1611539962
412,carutapera,-1.195,-46.02,77.68,87,100,6.51,BR,1611539963
413,sebinkarahisar,40.2883,38.4236,17.33,83,0,3.65,TR,1611539963
414,nola,40.922,14.5329,46.0,75,0,3.0,IT,1611539963
415,shenjiamen,29.9576,122.298,52.32,81,56,12.95,CN,1611539963
416,kochubey,44.3861,46.5825,37.38,89,100,11.36,RU,1611539963
417,lynn haven,30.2455,-85.6483,61.0,88,90,6.91,US,1611539964
418,nirmali,26.3167,86.5833,58.17,67,0,2.01,IN,1611539964
419,klaksvik,62.2266,-6.589,33.8,75,100,17.27,FO,1611539964
420,san quintin,30.4833,-115.95,55.38,69,14,8.84,MX,1611539965
421,arlit,18.7369,7.3853,57.45,26,0,6.22,NE,1611539965
422,huarmey,-10.0681,-78.1522,72.19,74,100,3.51,PE,1611539965
423,sangar,63.9242,127.4739,-54.51,66,58,3.76,RU,1611539965
424,straumen,63.8709,11.2999,37.99,93,20,8.05,NO,1611539966
425,auka,14.9333,-83.8333,72.3,93,14,2.84,HN,1611539966
426,antanifotsy,-19.65,47.3167,59.58,89,46,1.72,MG,1611539966
427,faya,18.3851,42.4509,53.6,50,0,0.45,SA,1611539966
428,kaliganj,23.4095,89.1402,63.41,52,0,2.37,BD,1611539966
429,sainte-maxime,43.3,6.6333,48.99,75,83,17.56,FR,1611539967
430,mitzic,0.7821,11.549,68.4,99,99,2.04,GA,1611539967
431,port-gentil,-0.7193,8.7815,80.98,78,100,8.86,GA,1611539967
432,intipuca,13.1969,-88.0544,81.14,62,24,3.87,SV,1611539967
433,takayama,36.1333,137.25,46.99,100,75,2.3,JP,1611539967
434,hovd,48.0056,91.6419,0.95,64,0,9.35,MN,1611539968
435,udachnyy,66.4167,112.4,-39.53,79,7,2.77,RU,1611539968
436,baykit,61.67,96.37,-28.97,79,100,2.04,RU,1611539968
437,dunedin,-45.8742,170.5036,64.99,64,90,10.0,NZ,1611539872
438,yatou,37.15,122.3833,45.75,76,100,5.48,CN,1611539968
439,tamandare,-8.7597,-35.1047,77.34,82,60,10.51,BR,1611539968
440,pemberton,50.3164,-122.8027,28.99,86,90,0.31,CA,1611539969
441,peruibe,-24.32,-46.9983,72.48,89,100,3.33,BR,1611539678
442,umm kaddadah,13.6017,26.6876,65.07,27,18,16.51,SD,1611539969
443,chicama,-7.8447,-79.1469,73.09,72,99,4.25,PE,1611539969
444,yar-sale,66.8333,70.8333,-31.38,80,93,12.35,RU,1611539969
445,ligayan,4.6533,119.4706,81.91,76,99,13.38,PH,1611539970
446,moses lake,47.1301,-119.2781,33.8,80,90,3.44,US,1611539970
447,caravelas,-17.7125,-39.2481,75.45,86,59,5.08,BR,1611539970
448,nishihara,26.1842,127.7558,69.8,68,20,9.22,JP,1611539970
449,san cristobal,7.7669,-72.225,66.13,86,73,1.16,VE,1611539971
450,bengkulu,-3.8004,102.2655,83.46,65,18,3.74,ID,1611539971
451,sadabad,27.45,78.05,45.01,57,0,5.06,IN,1611539971
452,glencoe,-28.1783,30.147,57.34,96,100,5.7,ZA,1611539972
453,solnechnyy,50.7214,136.6319,-0.02,80,0,2.17,RU,1611539972
454,buala,-8.145,159.5921,86.2,57,69,8.1,SB,1611539972
455,moba,33.2288,105.0179,33.64,74,100,5.01,CN,1611539972
456,seddon,-37.8068,144.8916,104.0,14,43,18.41,AU,1611539972
457,kingsport,36.5484,-82.5618,44.6,45,75,1.72,US,1611539973
458,kenai,60.5544,-151.2583,32.0,93,1,4.61,US,1611539892
459,mumford,5.2618,-0.759,77.52,87,0,6.8,GH,1611539973
460,lingyuan,41.24,119.4011,27.73,87,100,3.49,CN,1611539973
461,bend,44.0582,-121.3153,30.99,93,75,3.44,US,1611539974
462,quelimane,-17.8786,36.8883,75.83,87,100,3.22,MZ,1611539974
463,liwan,17.5191,121.632,76.37,86,100,4.85,PH,1611539974
464,tatvan,38.5067,42.2817,21.67,87,100,2.86,TR,1611539974
465,bubaque,11.2833,-15.8333,78.37,59,34,7.45,GW,1611539974
466,tiznit,29.5833,-9.5,54.9,68,0,1.97,MA,1611539975
467,leh,34.1667,77.5833,4.17,74,82,1.34,IN,1611539975
468,shakawe,-18.3667,21.85,67.71,87,0,5.14,BW,1611539975
469,timbiqui,2.7717,-77.6654,75.52,92,63,3.44,CO,1611539975
470,ixtapa,20.7,-105.2,73.4,78,75,6.91,MX,1611539975
471,nanortalik,60.1432,-45.2371,21.47,88,0,11.7,GL,1611539976
472,sao felix do xingu,-6.6447,-51.995,72.16,95,51,2.01,BR,1611539976
473,tilichiki,60.4667,166.1,-5.42,91,100,16.64,RU,1611539976
474,semey,50.4111,80.2275,-31.0,68,51,8.95,KZ,1611539976
475,kapit,2.0167,112.9333,79.14,86,100,1.88,MY,1611539976
476,miandrivazo,-19.5167,45.4667,76.42,83,91,1.66,MG,1611539977
477,matongo,-2.3833,34.0833,61.57,88,100,4.99,TZ,1611539977
478,cascina,43.6791,10.4994,48.0,61,75,19.57,IT,1611539978
479,manokwari,-0.8667,134.0833,83.79,64,88,2.59,ID,1611539887
480,lovozero,68.005,35.0117,10.17,96,92,1.34,RU,1611539979
481,sarangani,5.4033,125.4636,81.91,77,99,16.31,PH,1611539979
482,uyuni,-20.4597,-66.825,55.09,54,57,7.52,BO,1611539979
483,durusu,41.3053,28.6767,57.99,71,0,6.91,TR,1611539980
484,pyaozerskiy,65.8333,31.1667,20.75,98,100,6.42,RU,1611539981
485,acari,-15.4311,-74.6158,72.66,67,11,3.44,PE,1611539984
486,amapa,1.0,-52.0,71.91,98,87,2.73,BR,1611539986
487,chipinge,-20.1883,32.6236,63.97,99,100,4.88,ZW,1611539990
488,kargasok,59.0556,80.8572,-50.28,76,59,2.84,RU,1611539994
489,kerrville,30.0474,-99.1403,66.2,88,90,13.8,US,1611540002
490,meridian,43.6121,-116.3915,36.0,69,98,6.91,US,1611539860
491,bukama,-9.2,25.85,66.29,96,100,2.75,CD,1611540030
492,bollnas,61.3482,16.3946,25.0,98,100,1.01,SE,1611540036
493,marzuq,14.4,46.4667,50.16,43,0,2.42,YE,1611540038
494,alma,48.5501,-71.6491,12.2,79,100,13.8,CA,1611539793
495,carrigaline,51.8117,-8.3986,30.2,93,20,8.05,IE,1611540048
496,husavik,66.0449,-17.3389,26.6,93,90,12.66,IS,1611539971
497,zvishavane,-20.3267,30.0665,66.87,84,96,1.99,ZW,1611540067
498,pemba,-12.974,40.5178,76.42,88,100,5.3,MZ,1611540071
499,beaupre,47.0443,-70.8953,17.6,73,27,2.3,CA,1611540074
500,roald,62.5833,6.1333,32.0,69,0,14.97,NO,1611540077
501,salalah,17.0151,54.0924,69.8,40,0,10.36,OM,1611540080
502,stadskanaal,52.9833,6.95,30.99,95,100,4.34,NL,1611540084
503,abu kamal,34.4506,40.9171,42.01,57,50,1.01,SY,1611540088
504,chifeng,42.2683,118.9636,12.74,95,100,3.6,CN,1611540093
505,palmer,42.1584,-72.3287,21.0,45,75,14.97,US,1611540099
506,dongsheng,39.8161,109.9776,21.69,76,0,18.7,CN,1611540109
507,balsas,-7.5325,-46.0356,73.31,82,59,3.74,BR,1611540114
508,amga,60.8953,131.9608,-45.99,75,100,0.74,RU,1611540116
509,taoudenni,22.6783,-3.9836,65.91,24,82,8.86,ML,1611540116
510,half moon bay,37.4636,-122.4286,48.99,93,75,10.36,US,1611540116
511,kilinochchi,9.3961,80.3982,73.56,78,69,4.54,LK,1611540116
512,pochutla,15.7432,-96.4661,80.6,65,75,3.04,MX,1611539912
513,havre-saint-pierre,50.2334,-63.5986,35.6,64,90,21.85,CA,1611540117
514,adrar,20.5022,-10.0711,64.72,21,100,8.43,MR,1611540117
515,zhigansk,66.7697,123.3711,-56.02,60,64,7.92,RU,1611540117
516,mabaruma,8.2,-59.7833,72.99,97,84,3.33,GY,1611540117
517,toba,34.4833,136.85,52.0,68,4,4.0,JP,1611540118
518,batagay,67.6333,134.6333,-43.55,75,93,2.19,RU,1611539986
519,elat,29.5581,34.9482,50.0,37,0,6.91,IL,1611540000
520,mindelo,16.8901,-24.9804,69.8,78,75,14.97,CV,1611540121
521,stryn,61.9045,6.7226,24.01,80,0,4.34,NO,1611540121
522,balaka,-14.9793,34.9558,69.15,86,100,2.91,MW,1611540122
523,marrakesh,31.6315,-8.0083,51.8,76,40,3.44,MA,1611540007
524,sobolevo,54.4299,31.8996,35.64,97,100,14.85,RU,1611540124
525,atar,20.5169,-13.0499,66.07,20,94,7.47,MR,1611540125
526,bonthe,7.5264,-12.505,75.63,83,0,4.29,SL,1611540125
527,strezhevoy,60.7333,77.5889,-47.2,66,95,4.47,RU,1611540126
528,somerset east,-32.7217,25.588,56.25,87,97,9.75,ZA,1611540126
529,listvyanskiy,54.4399,83.4984,-42.32,80,53,6.29,RU,1611540127
530,siirt,37.9326,41.9403,32.56,81,83,1.83,TR,1611540128
531,cortez,37.3489,-108.5859,30.2,93,90,6.91,US,1611540129
532,kabinda,-6.1333,24.4833,65.88,97,100,3.36,CD,1611540129
533,kuytun,54.3419,101.5036,-1.14,93,100,1.79,RU,1611540130
534,watsa,3.0372,29.5355,63.48,91,100,3.02,CD,1611540130
535,tsiroanomandidy,-18.7667,46.0333,68.4,90,44,1.74,MG,1611540131
536,koslan,63.4564,48.8989,33.91,96,100,9.06,RU,1611540131
537,ust-maya,60.4167,134.5333,-47.27,75,92,0.94,RU,1611540132
538,samoded,63.6083,40.5111,34.29,96,100,7.87,RU,1611540132
539,wanning,18.8003,110.3967,73.29,76,25,5.12,CN,1611540133
540,kumphawapi,17.1087,103.0149,73.99,77,0,2.3,TH,1611540133
541,lomintsevskiy,53.9855,37.6647,32.74,93,100,16.64,RU,1611540133
542,nyurba,63.2842,118.3319,-47.24,75,21,3.76,RU,1611540134
543,bartica,6.4,-58.6167,77.0,94,20,4.61,GY,1611540134
544,general roca,-39.0333,-67.5833,89.6,25,0,11.5,AR,1611540134
545,petropavlovsk-kamchatskiy,53.0452,158.6483,10.4,52,6,10.13,RU,1611540135
546,kundiawa,-6.0167,144.9667,80.29,44,48,1.61,PG,1611540135
547,paredon,16.0333,-93.8667,77.59,77,72,1.03,MX,1611540136
548,prescott,34.54,-112.4685,35.01,86,75,9.22,US,1611540136
549,okhotsk,59.3833,143.3,-20.83,77,0,20.2,RU,1611540136
550,zhigalovo,54.8097,105.1578,-6.05,86,100,1.14,RU,1611540137
551,macusani,-14.0833,-70.4333,34.18,90,90,3.13,PE,1611540137
552,magistralnyy,56.1725,107.4458,-12.12,87,100,1.72,RU,1611540137
553,arkhipo-osipovka,44.37,38.52,48.61,74,72,13.42,RU,1611540138
554,thinadhoo,0.5333,72.9333,81.72,71,100,4.59,MV,1611540000
555,umm lajj,25.0213,37.2685,70.77,52,0,9.71,SA,1611540139
